comment_id,comment_text,brand,search_term,source,additional_info,Subjectivity,Polarity
7298911529457009410,Its just a black bag with channel logo on it people needs to buy from zara or hnm and keep the money in your wallet,Chanel,Zara,TikTok,"{ likes: 0, date: '2023-11-08 02:24:57'}",1,0
7182824545747780354,It’s because majority of its products are now made in China and its crap quality bring it back to the UK and Europe made,Burberry,quality,TikTok,"{ likes: 0, date: '2022-12-30 06:28:10'}",1,0
7321546860561564462,ralph lauren’s ugly tbh,Ralph Lauren,Ralph Lauren,TikTok,"{ likes: 0, date: '2024-01-08 02:21:30'}",1,0
7339875636431274784,I love H&M always come up with beautiful and good quality clothes,H&M,love,TikTok,"{ likes: 0, date: '2024-02-26 11:46:46'}",1,1
7322594449799168811,RUNNNNINNGG to my local H&M! I have that long sleeve version from them but love that short sleeve one on you 🤩,H&M,love,TikTok,"{ likes: 23, date: '2024-01-10 22:06:34'}",1,1
7239086684475294510,So not true I wear Chanel I looks great,Chanel,Chanel,TikTok,"{ likes: 0, date: '2023-05-30 21:13:55'}",1,1
7283213966670365472,Don’t listen to the video or comments it’s fits perfect doesn’t shrink and the quality is amazing,Uniqlo,quality,TikTok,"{ likes: 40, date: '2023-09-26 19:10:17'}",1,1
7321075757445366529,I want to buy lulu shorts however I’m a small size 6 in nz sizing and I have no idea what lulu size I am someone please help!,Lululemon,sizing,TikTok,"{ likes: 2, date: '2024-01-06 19:53:29'}",0,
7309910707758580486,i love u zara but girl u expensive,Zara,expensive,TikTok,"{ likes: 53, date: '2023-12-07 17:47:10'}",1,1
7271916230222414625,the worst feeling when you love this style but you're 13 so it won't suit you,Ralph Lauren,love,TikTok,"{ likes: 0, date: '2023-08-27 08:29:35'}",0,
7331174250236085035,i think calvin klein can make anyone hot,Calvin Klein,Calvin Klein,TikTok,"{ likes: 2, date: '2024-02-03 01:00:36'}",1,1
7259923431306232578,higher price with lower quality 😂 they can keep it,Dior,quality,TikTok,"{ likes: 3, date: '2023-07-26 00:51:12'}",1,0
7297599504788751146,They look like Walmart shoes,Prada,like,TikTok,"{ likes: 0, date: '2023-11-04 13:33:31'}",1,0
7265189042533794603,People who are buying any precious metal piece from Cartier are not doing so for the value of the scrap gold.,Cartier,Cartier,TikTok,"{ likes: 25, date: '2023-08-09 05:24:28'}",1,0
7263921892976476929,Its hella expensive but so good…,Lululemon,expensive,TikTok,"{ likes: 1, date: '2023-08-05 19:27:30'}",1,1
